original_index,content,clean_final,pred_topic
8745,Untuk game ini pas mulainya lamaaa banget walaupun seruu.... Tolong Perbaiki loading masuk nya cepetan yaahh...,mulai lamaaa seruu baik loading masuk cepetan yaahh,-1
8746,kok ane kaga bisa login ya?,ane login,14
8750,"aku lebih suka hsr ketimbang genshin, maaf nih ya. hsr lebih ga pelit, masih dikasih tiket gratis/character jg.. harusnya genshin dibuat gitu jg cape"" grinding di genshin susah dpt character nya, gmn mau lawan musuh yg beda elemen? wkwk klo developer baik hrsnya mikir, bkn hanya demi uang aja",suka hsr ketimbang genshin maaf nih hsr pelit kasih tiket gratis character genshin gitu cape grinding genshin susah character lawan musuh beda elemen wkwk developer hrsnya mikir bkn uang,-1
8751,"Boss aventurine terlalu Overpower. Stuck dan gak bisa lanjut... Bla bla bla... Yah itu dulu sih, banyak temen yg bilang, char elu belum di build bener, yah mau gimana. Tpi ok... Hoyo makin ke sini makin baik sekarang. Dalam hal gacha, win win win terus... Thanks dah... 😍👍",boss aventurine overpower stuck bla bla bla yah temen bilang char elu build bener yah gimana hoyo gacha win win win,13
8754,"Design karakter Bagus Tapi Download Sumber Data Nya Berkali Kali yang ada ngabis Ngabisin Internet ! , Mana Sekali Download 21000an MB lagi huff.. Udh Gitu Download nya Lamaaa bgttt!! ,Saran Ku Mainin game Ini Di Hp yg minimal Ram diatas 4! Dan Kuota atau Wifi yang Banyak (Kuota Minimal diatas 3gb)/Kencang",design karakter download sumber data kali kali ngabis ngabisin internet download mb huff gitu download lamaaa bgttt saran ku mainin minimal ram atas kuota wifi kuota minimal atas gb kencang,-1
8755,Rill cuy,rill cuy,4
8756,"overall this game is good, but we need coop mode too. ga cuma chat-chattan sama temen di in-game, kalau bisa join world pasti bakalan lebih seru, bisa eksplore sama temen, foto-foto sama temen, atau bahkan kalian perlu sediain quest yang bisa dikerjain bareng temen.",overall need coop mode chat chattan temen join world eksplore temen foto foto temen ain quest dikerjain bareng temen,-1
8758,Saya berharap versi android nya bisa di unduh di website seperti game game level Infinite/Tencent Agar saya mudah saat update game dantidak perlu login play store,harap versi android unduh website level infinite tencent mudah update dantidak login store,-1
8759,Cocok untuk aku yg ingin throwback 🥰🥰,cocok throwback,-1
8760,"Seru banget,visualnya juga cakep",visual cakep,-1
8761,"seruu bgt game nya, lebih di kembangkan lagi yhh developer supaya game nya lebih menarik dari segi karakter, gameplay, story, fitur, dll banyak lahh yhh muahhh😘",seruu kembang yhh developer tarik segi karakter story fitur dll lahh yhh muahhh,15
8763,Story update ke 2.4 tidak bagus,story update,-1
8764,Gamenya sih bagus tapi storynya suka ngelag mohon untuk diperbaikin dan memorinya kalau bisa jangan terlalu besar,storynya suka ngelag diperbaikin memori,-1
8765,"Penyesuaian musuh terhadap karakter f2p mungkin perlu, soalnya sudah banget pake karakter f2p buat nyelesain misi, padahal genshin masih bisa. Itu doang si",sesuai musuh karakter f p pake karakter f p nyelesain misi genshin doang,-1
8766,Tolong perbanyak karakter dari Honkai Impact 3rd,banyak karakter honkai impact rd,7
8767,mungkin mengenalkan kembali game turn base yang seru lalu dengan story yang lumayan epic menurut ku pribadi and coba untuk beberapa bug yang ada mohon di selesaikan ya . karna saya mengalami crash game dimana story nya berhenti di tengah game saat dimainkan,kenal turn base story lumayan epic ku pribadi coba bug selesai karna alami crash mana story henti main,-1
8768,"games nya HD sih cuman downlod data nya sampe 5,5GB hampir 6GB",games hd cuman downlod data sampe gb gb,32
8769,"Sehat sehat game baik, puas banget mainnya dari pada di genshin boring",puas main genshin boring,-1
8770,Mantap uhuy kiw,uhuy kiw,4
8771,Sugoi,sugoi,-1
8773,Trash planar systems,trash planar systems,-1
8774,Ohio rizzzz,ohio rizzzz,-1
8778,Saya pas download kan jadi tapi download datanya 18GB gx ngotak males jadi mau download nya tolonglah dikurangin download datanya maksimal 5 gb aja habis langsung kuotanya belum selesai tolong diperkecil datanya Terimakasih 🙏🙏,download download data gb gx pikir males download tolong rangin download data maksimal gb habis langsung kuota selesai kecil data,-1
8780,Gk tau entah gm apa,tau gm,-1
8781,Main story nya ampas tapi story karakter nya bagus,story ampas story karakter,19
8782,Nggak bisa main dan waktu masuknya butuh berapajam jam 😡😡😡😡😡🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢😡😡😡😡😡😡😡😡😡😡😡😡😡,masuk butuh berapajam jam,-1
8783,"bosen, benner nya itu itu aja",bosan benner,24
8784,"Loading nya pas masuk kok lama yah tolong di perbaiki jadi gk ada loading ya kak tapi gane nya bagus kok, udah bagus seru lagi,tapi mohong maaf kalo aku kasih bintang 4 soalnya loading nya lama banget tapi gpp kok game nya yang penting bagusssssssssssssss aku sukakkkkkkkk",loading masuk yah baik loading gane mohong maaf bintang loading gpp bagusssssssssssssss sukakkkkkkkk,16
8785,"bagus ni game, cuman hp gw gak kuat njer udah mau setara genshin ni penyimpanan",cuman kuat njer tara genshin simpan,-1
8786,the pity sucks,pity sucks,-1
8787,Please hoyoverse saya trauma banget kalau ketemu musuhnya itu argenti terlalu kuat apa lg di event sekarang tolong diturunin tingkat kesulitannya dan rate gacha tolong ditambah lg.. selebihnya oke,trauma ketemu musuh argenti kuat event diturunin tingkat sulit rate gacha tambah lebih,-1
8788,"Tolong untuk farming (grinding), jika memungkinkan untuk di percepat (dikurangi) cooldown staminanya, mungkin bisa jadi 4 menit/stamina. Karena butuh waktu sehari untuk full stamina, jika bisa setengah hari saja. Terima kasih",farming grinding cepat rang cooldown stamina menit stamina butuh hari full stamina,-1
8789,More free Stellar jade Please,free stellar jade,-1
8790,Saya mendapatkan diamod gratis,diamod gratis,-1
8793,"Sebelum update hrs load berkali2 sampe 3 kali baru bisa, skrg setelah update malah sering forceclose. Tolong banget ini, pdhl main buat main Genshin bisa, walaupun resolusi rendah. 🙏",update hrs load kali sampe kali skrg update forceclose pdhl genshin resolusi rendah,-1
8794,Sejak awal rilis tidak ada kendala sama sekali.,rilis kendala,-1
8796,"Tolong hadirkan fitur skip cerita dan ngomong2nya, itu makan waktu sekali. Lama!!!! Sampai bosan nunggunya",hadir fitur skip cerita ngomong makan bosan nunggunya,-1
8797,Bagus! Tapi jarang main sih. Kaga tau alur ceritanya tapi suka aja build char😌,jarang tau alur cerita suka build char,-1
8799,Tolong bantu ramaikan tiktok saya guys,bantu ramai tiktok guys,-1
8800,Capek selalu dapat hard gacha ni game dari awal main apalagi kadang relog sendiri capek,lelah hard gacha kadang relog lelah,-1
8801,Mihoyo kalau pra-unduh engga full bakal ngefek ke story engga soalnya waktu unduh versi baru ini engga full cuma setengah tapi bisa mainin story,mihoyo pra unduh engga full ngefek story engga unduh versi engga full mainin story,-1
8802,nyoba dullu,nyoba dullu,-1
8803,Baru download pas mau main malah gk bisa aku kasih bintang 1 dulu deh masa percobaan,download bintang deh coba,-1
8805,Tolong diperbaiki untuk kedepannya dan saya sampai sekarang belum mengalami bug atau eror terimakasih,baik depan alami bug eror,-1
8807,Real,real,-1
8809,Ngebug black screen pas lagi login,bug black screen login,-1
8811,"Tetap semangat walau game ini sering dihina, teruslah buat game ini lebih hebat",hina terus hebat,-1
8812,gk kikir cik,kikir cik,26
8813,Game ya sih bagus bagus aja grafik ya hd tapi kalo ngasih misi ngak ngotak tiap misi harus melawan musuh yang ngak jelas masa tiap melawan musuh hidup lagi musuh ya..ya susah lah kalo ngalahin musuh ya..padahal lv sudah sama dengan musuh tetap aja kalah!! Sama ada lagi kalo ngelawan musu ni harus geliran giliran bikin emosi aja jadi tambah lama kaya gitu kadang suka ngak bisa demeg jadi susah kalo ngelawan musuh..aku ya aja baru main dah di kasih musuh yang gak ngotak.. TERMAKASIH!!,grafik hd misi pikir misi lawan musuh lawan musuh hidup musuh susah ngalahin musuh lv musuh kalah ngelawan musu gir gilir emosi kaya gitu kadang suka deg susah ngelawan musuh musuh pikir termakasih,-1
8814,game ini cukup keren tapi susah ingin masuk,susah masuk,34
8815,"tolong buat tombol skip story, saya ga terlalu tertarik dengan story nya",tombol skip story tarik story,3
8819,"Aku tidak bercanda ketika mengatakan kalau gamenya begitu 'grindy'. Untuk relic, main stat gacha, sub-stat gacha, bahkan ketika dinaikkan pun gacha. Tidakkah itu berlebihan? Bagi player baru pun rasanya terlalu sulit untuk menyelesaikan konten seperti MoC atau PF, padahal dari itulah pendapatan Stellar Jade yang utama bukan? Alhasil sulit untuk mendapatkan karakter yang hendak di-pull. Padahal karakter itu cukup kuat untuk menambal kekurangan. Bam! Terjadilah pusaran yang sangat membelenggu.",canda grindy relic stat gacha sub stat gacha naik gacha player sulit selesai konten moc pf dapat stellar jade utama alhasil sulit karakter pull karakter kuat tambal kurang bam pusar belenggu,-1
8820,"Sering terputus dari server padahal internet juga lancar, mohon diperbaiki",putus server internet lancar baik,-1
8821,Ga bisa d mainin stak d login.. 😮‍💨 padahal udah donlod data nya gede lagi😅,mainin stak login donlod data gede,-1
8823,"Tambahkan fitur ""Hapus Quest Terdahulu"" untuk meringankan penyimpanan, Hsr sudh lewat 20gb nih",tambah fitur hapus quest ringan simpan hsr sudh gb nih,3
8824,5/5 HSR AKU PADAMU,hsr pada,-1
8825,Sangat bagus direkomendasi🥰😍🥰🥰😘,rekomendasi,5
8827,I regret p2w after seeing your community is very toxic.. it's not healthy for me.. and I'm scared.,regret p seeing community toxic healthy scared,0
8829,player nya suka yoimiya kek orang stress,player suka yoimiya orang stress,-1
8831,"Sometimes there are often notifications that the application has stopped, I don't know why even though my phone is enough to play this game without any problems.",sometimes often notifications application stopped know even though phone enough without problems,0
8832,Best story + soundtrack,story soundtrack,-1
8833,Everything is perfect except the size for me 😅,everything perfect except size,0
8834,Indo,indo,-1
8835,"Luar biasa!! Sangat direkomendasikan untuk orang yang mau bermain turn based RPG. UI game yang membuat player nyaman, event yang menarik, desain character yang bagus dan detail, plus build up ceritanya juga menarik..",rekomendasi orang main turn based rpg ui player nyaman event tarik desain character detail plus build cerita tarik,-1
8836,Msh bagus,msh,5
8838,Ayoo adain HSR Cloudd 💯,ayoo adakan hsr cloudd,-1
8839,Kepada developer ada bug dimana saya tidak bisa log in menggunakan akun google saya mohon cepat di perbaiki,developer bug mana log akun google cepat baik,-1
8840,"Sorry I will delete this game, why is that? The character limit gacha system is unsatisfactory, 100 pulls can't get a banner limit from seele but only get bronya and I don't need any other banners besides the banner limit, then 50x pull jing yuan also can't please fix it again pity I'm already disappointed I don't know anymore Where do I have to collect jade crystals so I can get Jing Yuan and other banners",sorry delete character limit gacha system unsatisfactory pulls get banner limit seele get bronya need banners besides banner limit x pull jing yuan also fix pity already disappointed know anymore collect jade crystals get jing yuan banners,0
8841,"Overall bagus banget. Ga kek game sebelah yang kikir dan butuh device berat, ini udah bisa dimainin di device yang bisa dibilang low spec.Ditambah ini kan game baik ada banyak bansosnya😁",overall belah kikir butuh device berat dimainin device bilang low spec tambah bansosnya,-1
8843,"Untuk forgotten hall dan beberapa event lainnya tolong team atau party nya dibuat 1 team aja soalnya kekurangan dps, support Sama healer tapi malah dapaksa main 2 node masih mending lah dikasih lawan atau bos yang susah tapi jangan dipaksa main 2 node dps saya cuma firefly yg ada damagenya",forgotten hall event team party team kurang dps support healer dapaksa node mending kasih lawan bos susah paksa node dps firefly damagenya,13
8844,OMGG SAMPOOO MY LOVE FOR YOUUU😋,omgg sampooo youuu,4
8845,Sangat menyenangkan mohon penggunaan trailblaze powernya di percepat sedikit agar gampang farming material and relic,senang guna trailblaze powernya cepat mudah farming material relic,-1
8846,Menunggu Jing Yuan rerun,tunggu jing yuan rerun,25
8847,Baru selesai download file 18gb malah update lagi 😅 total 26 GB untung gak stres aku min,selesai download file gb update total gb untung stres,31
8849,asik coi,asik coi,-1
8852,"Pada awal game ini rilis awalnya sih udh bagus meskipun masih ada bug sih,tapi kok tiba² habis update 1.1 malah banyak bug apalagi bugnya parah, gak bisa login lah force close lah. Saya sudah coba matikan dns reinstall tapi masih tetap error yg padahal sebelum update tdk ada error seperti ini pdhl untuk game hoyoverse lain device sy masih mampu dan tdk pernah error yg parah seperti ini. Sy harap hoyoverse segera memperbaiki bug ini secepatnya.",rilis bug habis update bug bugnya parah login force close coba mati dns reinstall error update error pdhl device error parah harap baik bug cepat,-1
8854,"Game ini sangat menyenangkan, aku menyukai karakter nya",senang suka karakter,18
8855,HP kentangku udh ga mumpuni,kentang mumpuni,-1
8856,Aku ngga tau tiba-tiba dikasih nomor telepon nomor telepon itu udah benar aku kasih tapi... Ya begitulah sandi ya yang lupa.,tau kasih nomor telepon nomor telepon sandi lupa,-1
8859,"Semoga lebih banyak bansos nya lagi, nanti b5 saya kasi h👉👈😋",moga bansos b h,-1
8861,Aku suka turn base 😋,suka turn base,18
8862,"game bayi, sangat mudah dimainkan untuk orang yang skill issue",bayi mudah main orang skill issue,-1
8863,gim bayk,bayk,23
8866,Aku cinta star rail👅,cinta star rail,-1
8867,"Gatcha jelek, di genshin sering banget menang rate off dan soft pity... Sampe 3x berturut2 menang rate of, disini gapernah sama sekali, mana hard pity semua lagi...",gatcha jelek genshin menang rate soft pity sampe x menang rate gapernah hard pity,-1
8868,Gacha sistem nya di Bagusin lagi,gacha sistem bagusin,2
8869,Aku suka huo huo,suka huo huo,-1
8872,"Mantap parah, w yg awalnya ga suka game turn base, sekarang pengecualian buat game ini. Dari segi story bagus, char keren2, gameplay samsek ga bosenin, bansos gacor pisan coy 👍 sehat2 game baik",parah suka turn base kecuali segi story char samsek bosan bansos gacor pis,-1
8873,Hotaru is my wife,hotaru wife,-1
8876,Sedang menunggu feixiao,tunggu feixiao,30
8881,peliss kasih aku stellar jade yg gacor😭😭,peliss stellar jade gacor,-1
8882,gewdh,gewdh,4
8884,"Sebagai penikmat game turn base, ini game asik sih",nikmat turn base asik,-1
8885,kalo update jgn gede gede pliss memori gw abis 😭,update gede gede memori abis,-1
8888,*5 karna ini turn base,karna turn base,19
8890,"data nya uda terlalu besar, tambain fitur hapus data yg gk guna lah",data uda tambain fitur hapus data,3
8891,The most kikir game in history VS The most bansos game of today,kikir history vs bansos today,-1
8894,Plis lah ini kan bulan open world kek genshin size game bisa di kompres GK si ini size udah Ampe sama kek gesnhin,open world genshin size kompres size gesnhin,-1
8898,"kecewa..., apa tidak bisa sekalian gitu buat update pembaruan game? kenapa harus satu-satu dan itu bikin kesel banget. tidak semua orang punya waktu buat nunggu itu dasar bego",kecewa gitu update baru kesel orang tunggu dasar bego,-1
8899,"hp gk ngedukung nyalahin game,skill issue nyalahin game,maumu apa sih bang",ngedukung nyalahin skill issue nyalahin mau bang,-1
