content,clean_final
game terbaik sedunia btw tutor el lompat di game ini,baik dunia btw tutor el lompat
Game hoyovers gapernah gagal,hoyovers gapernah gagal
Game powercreep,powercreep
Great game. btw Kafka mommy best waifu.,great btw kafka mommy waifu
Game hoyoverse gak ada yang pernah gagal gila semua game nya,gagal gila
plzzz gimme acheron on my rate off 😭😭😭,plzzz gimme acheron rate
"HADIAH LOGIN DIPERPANJANG WAKTUNYA DONG!!! gw baru balik login lagi setelah sebulan, eh waktu klaim hadiah loginnya malah sisa 3 tiket lag",hadiah login panjang login bulan eh klaim hadiah loginnya sisa tiket lag
"Saya kasih bintang 2 dulu dan tolong di perbaiki lagi karena setiap mau login ke dalam aku selalu saja login eror,kode 1001_3 eror tolong di perbaiki lagi untuk ke depannya",bintang baik login login eror kode eror baik depan
Siap menjadi sepuh wkwk,sepuh wkwk
Semoga gacha saya wangi,moga gacha wangi
Baru aja rilis eh dah segitu amet ya download data dalem nya !,rilis eh segitu amet download data dalem
Aku mau tanya ada dunia baru lagi tidak soal nya aku udh level 47 dunia Aku bingung kok ada cerita utama nya lagi Update terbaru nya kpn LG yg ada dunia baru terima kasih,dunia level dunia bingung cerita utama update baru dunia
Feedback player jarang didengar. Skip button masih gak ada. inflasi HP yang bikin unit lama gak relevan. Kualitas story yang bikin orang bosan. Global passive yang bikin makin predatory Anniversary rewards yang gak ada rasa rasa anniv. Trust player sudah hilang sama dev kalo begini terus.,feedback player jarang dengar skip button inflasi hp unit relevan kualitas story orang bosan global passive predatory anniversary rewards anniv trust player hilang dev
I like this game this game si beautifull I like this new update it's so fun don't forget to download this game guys omgg pity,beautifull new update fun forget download guys omgg pity
Game kon,kon
Kenapa tidak ada misi,misi
Ak cinta gem baik😻🥰,cinta
Powercreepnya jangan parah amat dong Hoyo!,powercreepnya parah hoyo
Game penyedot data. Masak gue main 1jam habis 3gb padahal gak ada update cuman main biasa gacha,sedot data masak jam habis gb update cuman gacha
Rerun seele dong,rerun seele
"Game Yang Sangat Sempurna, Terimakasih Hoyoverse 😁",sempurna
"Overall bagus, cuman waktu mau login sering banget ada bug error. Mungkin kedepannya bisa cepat diperbaiki biar mainnya makin puas 👍🏻",overall cuman login bug error depan cepat baik biar main puas
Gileeeee,gileeeee
"Mohon maaf hoyoverse saya kasih bintang 1 karena saya login dan keluar ""login erorr"" sudah berkali kali saya login tetep gabisa padahal jaringan dan WiFi saya bagus, kalau di genshin saya login 1 kali sudah bisa tapi knp ini login berkali kali tidak bisa ya.. turn-based",maaf bintang login login erorr kali kali login tetep gabisa jaring wifi genshin login kali login kali kali turn based
GAME JOMOK PLAYERNYA STANDART GANDA lag,jomok playernya standart ganda lag
"Kecewa sih, ini emang lagi ngebug atau gimana padahal jaringan lancar, tapi tiap mau login selalu dpt ""login error"" Mulu, bikin males main",kecewa bug gimana jaring lancar login login error mulu males
Ram ku 64 GB tapi setiap baru login eh dipaksa keluar,ram ku gb login eh paksa
Asyuuuu lu,asyuuuu
"Makasih game baik , semoga kedepan nya masih menang rate off lagi hihihi...",moga depan menang rate hihihi
Downloading Resource .......,downloading resource
"Keseluruhan udah bagus banget gamenya, mulai dari grafik, cerita, dan gameplay nya oke banget. Cuma ada satu bug, ketika keluar dari game backsound gamenya masih tetep ada",grafik cerita bug backsound tetep
Acheron wangy wangy🥰 turn-based,acheron wangy wangy turn based
Ngabisin data pas mau di mainin malah eror mulu padahal jaringan bagus mending jangan donlot lah menurut gua klo belum di perbaiki permainannya lag,ngabisin data mainin eror mulu jaring mending unduh baik main lag
Bagus banget tapi game nya berat banget juga turn-based,berat turn based
Gameplay nya simple dan asik,simple asik
membosankan tapi bikin penasaran itulah game ini,bosan penasaran
Yuuhuuuuuu... Wlcome333..,yuuhuuuuuu wlcome
Sumpah lama bener nunggu download datanya,sumpah bener tunggu download data
Salah satu game turn base menarik. Disuguhi dengan story dan mekanisme seru. 5🌟 update,salah turn base tarik suguh story mekanisme update
I Like this game i gift 5 star.hopefully there will be more events thank mihoyo pity,gift star hopefully events mihoyo pity
"Game seru, game baik, alur cerita menarik mekanik mudah dipahami banyak fitur² pembantu yang mempermudah pemahaman didalam game ada fitur teleport, pencari item otomatis, karakter banyak yang cantik² + ganteng, game baik, grafik gak usah ditanya. Tapi yang paling saya suka dari game ini adalah selalu dikasih bansos gratis, BANSOS BANSOS BANSOS, gak heran dijuluki game baik. lag",alur cerita tarik mekanik mudah paham fitur bantu mudah paham dalam fitur teleport cari item otomatis karakter cantik ganteng grafik suka kasih bansos gratis bansos bansos bansos heran juluk lag
"Boss Hp inflation, konten end game tryhard dikhususkan bagi character baru, powercreep gila character lawas minimal buff lah, kurangnya character B4, hadiah event semakin sedikit, kit character baru tidak adil khususnya Global Passive (Castorice) akan menjadi tidak ramah bagi pemain yang baru, dan juga developor acuh tidak mendengar keluh kesah pemain, bener² aib game turn base",boss hp inflation konten end tryhard khusus character powercreep gila character lawas minimal buff kurang character b hadiah event kit character adil global passive castorice ramah main developor acuh dengar keluh kesah main bener aib turn base
"semoga setiap pull menang rate off, low pity, update stat bagus, double 5 stars (edit: yang demo hidupnya ribet banget, sekedar game aja yang buat senang senang dibuat ribet. Kurang kurangin nyari stress di game)",moga pull menang rate low pity update stat double stars edit demo hidup ribet dar senang senang ribet rangin cari stress
The best lah pokoknya,pokok
"yang kasih rate 1 perkara global passive ada masalah apa sih, padahal itu termasuk kemajuan dalam game loh? 🤷🏻‍♀️",rate perkara global passive maju loh
Suka 🤗,suka
Lama login,login
"Tolong dong agar reward double diperbanyak, misalnya setiap hari minggu akan ada double reward untuk farming material",reward double banyak minggu double reward farming material
Menyala abangkuh 🔥🔥🔥,nyala abangkuh
"SIZE DOANG, GEDE TAPI TOMBOL LOMPAT GADA, APALAH GAME NI😡",size doang gede tombol lompat gada apa
tolong atasi masalah power creep nya🙏🏼 turn-based,atas power creep turn based
kecewa berharap kyak genshin mlah gitu,kecewa harap kyak genshin mlah gitu
give us free warp bro 😎😎,give us free warp bro
Banyakin Bansos,banyak bansos
Masterpiece,masterpiece
Sangat enjoy ketika dimainkan,enjoy main
Ada fitur percepat animasi ko kena banned 10 thun ini game apaan cok..... Uninstal aja,fitur cepat animasi ko kena blokir thun cok uninstal
"Masalah Log in Error dah kelar, sekarang tiap abis selesai battle malah black screen. Mau nya apasih.... 😑😑😑😑",log error kelar abis selesai battle black screen apasih
"Untuk saat ini saya kasi 2* dulu soalnya sudah instal pas donload datanya gak jalan"" malahan laayarnya masih muncul animasi kereta terus.... Tolong dong bantu saya biar bsa donload datanya biar cpt sya bisa mainin game ini🙏🙏🙏",instal donload data jalan laayarnya muncul animasi kereta bantu biar bsa donload data biar cpt mainin
Oi tod mentang mentang tau hp gw hp baru iklan youtube di hp gua iklan game mihoyo semua anjinc,oi tod mentang mentang tau hp hp iklan youtube hp iklan mihoyo anjinc
"GACHA RELIC SAMPAH, MOC GK BISA FULL STAR, INFLASI HP GAK NGOTAK, PENYAKIT POWERCREEP GILA! DAN KAPAN TOMBOL SKIP",gacha relic sampah moc full star inflasi hp pikir sakit powercreep gila tombol skip
makin lama makin kikir,kikir
kenapa saya tidak bisa masuk ke game?? padahal sudah update? mohon segera diperbaiki lag,masuk update baik lag
"Game nya hoyovers emang bukan maen, mulai dari VFX sama SFX nya bagus, cuman ni game bikin ngantuk doang si😅",hoyovers maen vfx sfx cuman ngantuk doang
"Kebanyakan yg kasih bintang satu ngak tau sistem nya, namanya baru rilis dan di pengumuman juga ada info dibuka server itu jam 10:00 UTC",banyak bintang tau sistem nama rilis umum info buka server jam utc
kerenn gemes baikk,kerenn gemes baikk
"Saya cukup puas dengan gim ini. Dimulai dari grafis, cerita, acara (event), semuanya betul-betul dimasak dengan mantap. Ditambah lagi, karakter terbaru Castorice benar-benar overpower untuk sekarang. Main pun sangat lancar di ponselku! Kalian harus mencoba gim ini sih, worth it parah!",puas grafis cerita acara event masak tambah karakter baru castorice overpower lancar ponselku coba worth parah
Bgus,bgus
Gacha sedikit bapuk banner,gacha bapuk banner
"Game honkai star rail sudah bagus,tpi game sebelah(genshin impact)di update seperti star rail dong developer",honkai star rail belah genshin impact update star rail developer
global passive ? terlihat seperti cash grab buat gw story telling absolut cinema ? yang gw liat cuma layar hitam sama tulisan (mending gw baca LN daripada baca yappingan game ini),global passive cash grab story telling absolut cema lihat layar hitam tulis mending baca ln baca yappingan
yang penting main daripada fomo global pasif,fomo global pasif
mencari uid sepuh,cari uid sepuh
"Buff lah karakter lama rasanya semua karakter kena power creep, sedangkan karakter yang sekarang ini walaupun GK pake signature LC dmg nya lebih ke 80rb (full trace), bahkan Jingliu dmg nya 20-40rb (Sesuai Crit dan passive)",buff karakter karakter kena power creep karakter pake signature lc dmg rb full trace jingliu dmg rb sesuai crit passive
G pernh di ksih menang off dh gitu hard pity 81 Mulu Hoyo serius kau?,pernh ksih menang gitu hard pity mulu hoyo serius kau
Honkai star rail .kalo bisa ada cloud nya bagus juga,honkai star rail cloud
"kasian bet kena rate bomb, ni gw kasih 5🗿",kasi bet kena rate bomb
What the sigma,sigma
The game is so great 💫 gacha,great gacha
"gamenya bagus,tapi tolong optimalisasi dong chipset snapdragon 700-600 series dan mediatek helio series dan p series pity",optimalisasi chipset snapdragon series mediatek hio series p series pity
The best rpg gacha,rpg gacha
"Penyakit power creep gila, gimana ini hard pity terus di banner limited sama standar sama aja 3 kali gw harus dapet di pity 78, mana yang terakhir kalah lagi, ini gw main belum nyampe sebulan, tapi experience nya udah jelek banget, mungkin keberuntungan pemula gak berlaku disini, jadi gak enjoy main nya. pity",sakit power creep gila gimana hard pity banner limited standar kali pity kalah bulan experience jelek untung mula laku enjoy pity
kaga hoki sama sekali gw di game ini.,hoki
plis don't P2W gacha,p gacha
"Setelah Update Ada BUG Crash Dan Kadang Keluar Sendiri Dari Perangkat, Jadi Mohon Untuk Segera Di Tangani Untuk Masalah Ini. ( Atau Perangkatku Yg Sudah Tidak Memadai Game Ini ).",update bug crash kadang perangkat tangan perangkat pada
"Mantap, gamenya bagus dan ceritanya bagus",cerita
"Akhirnya resmi rilis cuy udah nunggu dari tahun 2022, ya tapi dengan berat hati harus uninstall Genshin impact buat bebasin ruang",resmi rilis cuy tunggu berat hati uninstall genshin impact bebasin ruang
Mantap turn-based,turn based
"Dari segi battle nya keren, cuman klw jalanktan story nya bosen bangt trlalu banyak dialognya jga kelamaan, ceritanya sering terulang"" kyak di sinetron, lag",segi battle cuman klw jalanktan story bosan bangt dialog cerita ulang kyak sinetron lag
Hebat,hebat
Tidak bisa login padahal sudah masukan semuanya tapi bagus sedikit dan bug nya juga terlalu banyak,login masuk bug
Saya tidak akan tertipu lagi oleh bomb rating lagi! :v,tipu bomb rating v
"4kali kalah rate off berturut-turut, maksudnya apa? Ha? Katanya 50:50, ini namanya 20:80. Parah banget, sakit hati aku, semoga rezeki kalian pihak mihoyo dibuat seadil-adilnya atas kasus ini",kali kalah rate maksud ha nama parah sakit hati moga rezeki mihoyo adil adil
Error 1001_3 Hm.,error hm
Parah keren banget misi misinya seruuu!!!!🔥🔥🔥🔥,parah misi misi seruuu
LOG in nya lama saya benci,log benci
Baik Dev nya,dev
Kejam,kejam
Sistem gachanya ampas banget dah masa baru main langsung dikasih rate off 2 kali bikin males aja,sistem gachanya ampas langsung kasih rate kali males
tmr terus,tmr
tolak global pasif,tolak global pasif
game nya bagus banner,banner
Good job,job
Gak bisa dibuka,buka
aku suka gelobal pasip (dpt castorice jir),suka gelobal pasip castorice jir
Sudah bagus. Cuma kesulitan login. Setiap main bagian login eror. Mungkin bisa diperbaiki lagi kedepannya,sulit login login eror baik depan
Good job,job
Game medit,medit
Ini game lama sekail ini cerita nya jd saya itu mau login tapi ketika aku sudah login loding lama kan terus jd lama bet aku tuh ga suka klo kaya gini tolong di uptete loding nya jd ga lama,kail cerita login login loding bet tuh suka kaya gin uptete loding
Ruan mei istriku,ruan mei istri
udah bagus sihh min lag,sihh lag
Sejauh ini story dan gameplay nya seru,story
lovee,lovee
saran saya di chipset helio g85 di usahakan biar lancar grafiknya jangan patah2. tapi untuk game bagus seru lag,saran chipset hio usaha biar lancar grafik patah lag
Baru instal di coba dulu pity,instal coba pity
ngotak dikit lah yatim,pikir dikit yatim
keren dan suka gameplay nya gacha,suka gacha
"tolong kembalikan hsr ke masa kejayaannya, perbaiki masalah masalah di game tersebut tolong hoyoverse ini permintaan untuk membuat game anda lebih baik",kembali hsr jaya baik minta
Susah amat Bro Mau gacha LC nya Archeron aja Susah banget,susah bro gacha lc archeron susah
Good lah update,update
im fine :)) turn-based,im fine turn based
"Emng kalo untuk grafik sama cerita, udh ga ada lawan sih HSR tuh",emng grafik cerita lawan hsr tuh
Keren pity,pity
I wish I get Luocha light cone but it's to late,wish get luocha light cone late
ringan di ram 6gb,ringan ram gb
mamah hoyo minta gallagher,mamah hoyo gallagher
Jelek game pay to win,jelek pay win
"kecewa terhadap powercrep yang berlebihan, bahkan terjadi penurunan kualitas pada story terbaru nya. sebagai player yang main dari awal rilis ini sungguh mengecewakan, karakter yang dulu sangat powerfull sekarang sudah tidak terpakai lagi.",kecewa powercrep turun kualitas story baru player rilis sungguh kecewa karakter powerfull pakai
blm bisa msuk ya stuck dikeretanya lag,msuk stuck kereta lag
"asik sih, terutama dari story2 nya dan juga epic scene nya",asik story epic scene
Bagus bgt PGN makan gacha,pgn makan gacha
"Setelah update 2.2 sering muncul kode error 1001_1,1001_2, dan 1001_3 kalo pake wifi, mengganggu banget. Masa harus pake koneksi data terus",update muncul kode error pake wifi ganggu pake koneksi data
Ga bisa login njir😡 update,login njir update
"I don't know if it's just me or it really exists. The map on mine is not visible or not rendered. And please make an option so that potato phones can play smoothly...I appreciate that this game is good and fun!!! But please grant my request. Overall, I REALLY LIKE THIS GAME!!!!",know really exists map mine visible rendered option potato phones smoothly appreciate fun grant request overall really
