original_index,raw_content
8030,"Sangat bagus,memiliki cerita yang unik dan karakter yang sangat bagus"
8031,Game rpg turn base paling bagus dan Sangat rekomendasi sekali dan banyak karakter menarik yg bisa di mainkan juga skill karakter yang unik
8032,"dari 96 relic yg di dapatkan dari farming hanya ada 2 yg statnya cocok dengan karakter dps yg di rekomendasi, emg tambah parah ini game soal gacha relic di versi sekarang dari pada versi 1.0, apalagi masih harus gacha stat pas upgradenya juga"
8033,POWER CREEP GAMING!!! TRASH GAME.....
8034,Uhhhh gim sangat baikkk
8035,Tolong dong rate gacha b5 nya di naikin susah bngt dapat nya
8036,"Dulu waktu awal maen aman aman ajh, sekarang pas comeback knp eror trus unduh data nya, pdhal pas download kenceng kenceng ajh"
8037,Auto pensi dan uninstall game tidak bisa log in
8038,Saya tidak tahu bahwa ini bug atau tidak namun saya sering login eror Tolong di perbaiki bug itu
8039,login gagal truss.jaringan eror.ga jelas ini game
8040,Males kalah read on 2 kali cok pensi aja.🥲 mending main GI ama Zzz udah cukup. Mau pakek hero apa aja bisa. kalo HSR ini susah wajib harus punya hero ini itu. Untuk gameplay dan grafik nya udah bintang 100 lah. 😁
8041,Bagus keran
8042,Susu Robin
8043,"Akun sya hilang tanpa sebab, jadi saya sudah tidak memainkan game bagus ini"
8044,Jangan kikir
8045,"Sejauh ini, cuma ini yg bisa diajak perform di gawai kentang sekalipun. setting grafis bebas sampai ke kualitas Skill FX + partikelnya yg bisa diminimalisir demi kemaslahatan gawai kentang. Cuma di loading screen awal (Kereta Angkasa di orbit) kalau bisa tambahkan pilihan untuk memastikan efek glitter di Jejak Rodanya + memberikan opsi untuk mengurangi Asteroid yg melayang."
8046,"Every time I log in, it's always slow, this game is useless, the apk is not clear, the chipset is high and aligned to the right, even playing is blurry."
8047,Klh ret op bgst
8048,Akun di hack lol game
8049,"dari storynya udah bagus, charnya bagus, grafiknya juga ok..tapi masalahnya tiba-tiba game jadi nge bug, gabisa login. Saya coba berkali-kali instal, uninstall tetapi hasilnya tetap sama..."
8050,Gud game
8051,Game bagus
8052,"ukuran game nya terlalu besar untuk samsung chromebook 4. padahal mau coba main ini tapi yah, gak jadi karena terlalu berat."
8053,"Game gk bener,gw setiap gacha relic hampir selalu busuk,kaya Dev nya tau klo gw lagi nyari relic cdm/Crt,setiap karakter support isi sub stats nya cdm sama crt semua,giliran buat karakter break isi nya hit rate Mulu,gk jelas jing.hampir gk ada karakter dps gw yg cdm nya lebih dari 100 cuma mentok di 90,gw udh farming sampe berbulan bulan GK ada hasil sama sekali,game nganthot"
8054,Anti kikir rek
8055,gamenya bagus bgt lancar tapi entah mengapa pas world 3 malah frame drop. semoga untuk gamenya di ilangin bugnya
8056,Event feixiao MANTAP
8057,Ummm.....
8058,"I like the game so much, i just need Ruan mei and Jing Yuan (i missed them)"
8059,"Gamenya bagus dari segi gameplay, grafik dan story tapi dialog karakter kepanjangan"
8060,Terima Kasih Hoyo☺☺
8061,Bagus sistem gacanya
8062,Game khontol
8063,Ditunggu HSR x Fate staynight
8064,Sebelum izin meng kritik bahwa di update pacth ini ada bug di bagian langit Atau baground nya tolong di perbaiki untuk kenyamanan kami
8065,Geme berat membosan kan
8066,"Dari story , character , map, reward udh mantep. Beda kayak game sebelah terlalu kikir. alhamdulillah walau hard pity masih bisa dpt chara nya g kayak di game sebelah. Mantaplahh semoga semakin lama semakin dermawan klau ngasih reward"
8067,Gamenya asik bat bejirr... Jadi game favorit sih ini kamvret..... ~boothill
8068,"Hooooohhhhhh, MC nya cantik banget sialan!!!, Robin muach!!!!... Suka!!!!!! Woghhh waifu nya cantik cantik aaaa!!!!!!! Ekehekhkrhek, TOPAZ!!!!! WOGGHHHHHH TAGIH AKU HUTANG!!!!!! WOOOOOOI!!!!, MC!!!!!!! CANTIK BANGET MASYAALLAH!!!!, FIREFLY WOOOHHHH!!!!!!!! SEMPURNA!!!!!! GAME MANTAP!!!! WAIFU MUACH!!!!! SUKA!!!!!!!!!!"
8069,Tolong di tambahkan fitur menghapus quest terdahulu
8070,Terlalu besar ukuran dlam game nya hampir 25GB. Jdi mlaes download.
8071,"gacha selalu dapat rate off, terlalu buruk untuk player f2p,, gw uninstal,, tolong perbaiki lagi gacha buat player f2p"
8072,"Seru, tapi kadang bikin ngantuk kalau ketemu musuh yang keras gacha nya kadang rate off,dan kadang kalah rate off tapi good 👍"
8073,Saya tidak bisa main game ini karena sizenya terlalu besar...
8074,"Loadingnya suka error, baru ditinggal sehari, login lgi disuru update. Udh gitu tulisannya jaringan jelek pdhl dibuat game hoyo yg lain aman² aja jaringan."
8075,"game nya suka eror dibagian loading screen, udah 3× gua install ulang yaAllah"
8076,nguduh datanya lama bannget jadi males main ngeborosin batre nungguin nya lama bangettt!!
8077,Tidak disarankan untuk hp ram 2 sampai ram 4
8078,"Game nya baguss bgt, quest nya menarik semua walau sering saya skip (quest sampingan) tpi overall semua bagus walau kalo ada cutscene nge frame, untung nya sih gk parah.. Best deh pokoknya"
8079,Turunin size nya. Hp ku ga kuat
8080,bug mulu akun gw kaga bisa login
8081,"Off dulu lah kalah rate off mulu, 4x hard pity gacha pity 160-170an terus, mana dapat yanqing e1, welt1 e1 gak kepake."
8082,Seru edit : airnnya item trs nge blur ke karakter
8083,Otw download
8084,"Yap keseluruhan gamenya bagus, kekurangannya cuma fitur hapus data quest terdahulu seperti genshin impact sih..."
8085,Ga jelas ni game dikit dikit keluar mulu
8086,"Gameplay dengan turn base itu rekomen sekali. Daily Loginnya cepat, maennya santai, Jalan cerita utama dan sampingannya menarik karena gak melenceng kemana-kemana. Pokoknya perfect. Aku sudah login selama 418 hari dan aku masih enjoy bermain disela-sela waktuku. Terimakasih sudah membuat game ini <3 <3"
8087,Game nya bagus si seruu apa lagi animasi nya the best lahh😎
8088,"game open world kesukaan, design character dan grafic sangat memanjakan mata. tidak perih walaupun dimainkan dalam waktu yg lama"
8089,"Game apa ini gajelas, kafka ku gak pulang"
8090,Ini kenapa Min malah jadi stuck item Gak bisa Masuk Tadi aman aman ajah dah
8091,"Durasi serang musuh kurang banyak, sehingga niat untuk uninstall aplikasi kurang sedikit lagi, mungkin di update berikutnya bisa ditambahkan sehingga user benar-benar bisa uninstall dengan senang hati, dan karakter trial kurang lembek lagi, mungkin di versi berikutnya att bisa mendekati nol"
8092,Mantap
8093,"Awalnya coba-coba, eh malah ketagihan 😅. Ini game cocok buat yang mau main santai tanpa mekanik gameplay yang rumit. Kalau resin di Genshin habis, ya ke HSR hehe"
8094,Bagus banget tapi questnya aja susah banget
8095,Lag
8096,Relic yg busuk
8097,Mantap
8098,Cool
8099,Aku suka Yunli
8100,"Saya baru saja bermain kembali, tetapi 2 akun saya tidak bisa digunakan. Hanya 2 akun itu saja yang saya punya. Sudah menghubungi cs, tidak ada respon."
8101,Knpa saat cut scene adasuara kresek keresek yaa
8102,"Buat stat relik nya tolong dibenerin, def semua woilah"
8103,GAME NYA SERUUUUUU😖😖
8104,"Game baik,"
8105,bagus vanyak bansos minus no tombol skip
8106,"PERBAIKI SISTEMNYA HOYO,TOO MANY REQUEST MULU TOL,DAH NUNGGU LAMA TOO MANY REQUEST MULU"
8107,Kasih la fitur skip story Story yg ga jelas nungguin orng ngomong berjam-jam ngapin
8108,Game terbaik kedua setelah genshin impact
8109,"Untuk HSR versi PC. Itu kalo download data voice, tiap gagal karena jaringan pasti ulang lagi dari awal walau progress udah 90%, tiap gagal 4-5GB ilang, hadeh"
8110,"Game ini sudah bagus tapi permasalahan nya disini adalah untuk mendapatkan karakter,lightcone susah tolong untuk Karakter di up chance nya"
8111,"Pity hard mulu , tapi dri segi gameplay bagus"
8112,Tidak bisa masuk stack di tampilan awal
8113,Kok gk bsa login sih ni game
8114,"Developer sangat memperhatikan para player, story sangat menarik dengan gameplay yang cukup menarik animasi game turnbase terbaik dari game game yang lain"
8115,Seru banget gak sih
8116,mantap
8117,Good game
8118,Game saru isine wedok kabeh
8119,Kesini gara gara tiktok🗿
8120,Gamenya tolol wifi gua lancar lancarnya masih ngeleg di game ini tolol udah lama gua nungguin gamau main main dah lah gua hapus aja
8121,loading lama
8122,Harus mengundu berulang berulang kali
8123,"Bagus tapi hpku cepat panas ,grafik dibuat low"
8124,Bansos rek 😋😋😋
8125,Molor💤💤💤💤
8126,Gem nya sangat sangat seru untuk di mainkan
8127,"Baru Main sudah di perkenalkan Download 2,8 Gigabyte. Pas di pertengahan Download lagi 2,3 Gigabyte... eh Busyyeeet dah..."
8128,"Jujur aku suka bngt game ini dah lama ga main baru tau skrng dah 20gb🙃untuk developer untuk awal download daleman nya ada pilihan dong, ukuran kecil dan fullnya🥺jadi kami para player bisa unduh uk kecilnya🥺"
8129,CUMAN DI KASIH B5 DI AWAL SISANYA DI KASIH PAITNYA:( SAMA ITU AKUN HSR DI LAPTOP MASA GA MASUK2 PADAHAL UDH SESUAI.
8130,Just give some good relic lol
8131,"Game nya enak,nyaman,lancar saya sampe ketiduran tadi saking serunya"
8132,Ko tidak bisa masuk yah setelah update
8133,ini kenapa ya ada bug atau gimn udh selesai loading kok ulang ulang lgi tolong la kalau mau bikin game serius dikit!
8134,Good min
8135,udh cukup bagus👍
8136,Tolong buat versi cloud nya biar enak dan lebih bersemangat main nya🙏🙏🙏🙏
8137,Tolong buat developer buat HP vivo y21 ini di lancarin dong fpsnya biar bisa mainya
8138,Aku udah coba tapi yang bikin aku ragu itu login nya itu lama bangett kalo bisa di bikin lebih cepat dikit
8139,"Gada tombol skip, ga asik. Gak semua orang suka story, tapi lebih ke gameplay"
8140,Ini kenapa kok GK bisa login selalu di stack loading Mulu kalo bisa masuk TPI GK bisa gerak tolong diperbaiki ini bug please kalo segi gamenya bagus Tolong diperbaiki
8141,Gem nya sangat bagus👍🏻
8142,"Ada permasalahan bug pada waktu saya login game dan memasuki oading, ntah kenapa selalu stuck di sana dan setiap saya mengulang selalu begitu, mohon di perbaiki lagi bug dan stuck dalam loading, karna saya sudah menunggu sampai mencoba berkali-kali tapi gak bisa bisa"
8143,Bagus tapi pas lagi batle ama bosnya lumayan susah
8144,Bgus lah
8145,ayo kita coba kembali game har ini
8146,Oke oke aja
8147,Tidak bisa login dengan menggunakan google padahal user name dan sandinya benar semua
8148,Game nya sudah sangat bagus tapi kok tidak ada tombol lompat jadi kayak ada yang kurang gitu
8149,Apk ngebug udah update sampe selesai Tapi pas login ulang harus download update lagi
8150,Saya tidak bisa login ini kenapa yak? Mohon bantuannya. Dengan code error 8
8151,"aku udah donlot datanya loh kok malah pas mau main lagi suruh donlot data lagi, mana lama banget donlot data nya"
8152,"Tolong agar tambahkan fitur skip story, saya memiliki 3 akun dan 2 diantaranya storynya tertinggal jauh jadi saya ingin mainkan lagi tapi menunggu karakternya ngobrol itu sangat lama bahkan bisa hampir memakan 1 tahun hanya untuk melihat karakternya ngobrol."
8153,tidak bisa dibuka
8154,Kan saya udah download terus baik baik aja sampe situ terus pas mau mengunduh data lama banget sampe sampe kuliat lagi ga kedownload download data nya gimana sih
8155,Min keluarin Blade lagi min
8156,"Please, untuk quest biru bisa ada opsi skip"
8157,Game yang bagus
8158,Capek donload lama dan mau udah donlod mAlah balik makanya aku kesel
8159,Cari relic sangat syulit mihoyo tolong lah ya
8160,Memaksa orang untuk mendownload game ini dasar burik
8161,"game nya menarik, story bagus(ngatuk dikit gpp lah) buruan tambah world baru!!! Build karakter lama njya"
8162,GK bagus loding nya lama padahal udah pake wifi udah 2 kali download masih aja lama 😤!
8163,"Game bagus tapi sayang setelah menyelesaikan misi pertama lalu muncul pemberitahuan update data yang tidak masuk akal entah berapa angka itu tapi saya tidak tau berapa MB ini 2203,44 Padahal di awal hanya 3 GB dan ternya 22 GB untuk ful data padahal ini seru terpaksa uninstal 🥲"
8164,Gamenya seru recommended parah cuman berat buat HP spek pas²an
8165,Game ya keren bangat sumpahh
8166,Geme GK guna
8167,Jelek
8168,This game so fun
8169,Game burik tolol yg bikin nya
8170,Feixiao gw kok elementnya ice ya? pathya udh sama padahal
8171,"bintang 1, gua gapernah menang rateoff taii"
8172,"Ini emang dari gamenya atau hpku ya?, tp kayanya bukan hpku deh, soalnya hsr habis update sering force close, hpku baru beli ini, seri renot 13 pro5g , termasuknya masih bagus lah sm memonya masih banyak sisanya ,tp gatau aja sering force close kalo lg war ,grafiknya make yg medium jg, paling males kalo lg war di simulated universe/Divergent universe ,kalau tinggal dikitt lgi menang malah force close yg bikin ngulang jd males, MANA KEMAREN DH NABUNG TIKET BUAT ROBIN MALAH DPT YANQING LAGI😠😠😠"
8173,"Sebenarnya bagus terus seru banget, aku kasih bintang 2 karena banyak bug"
8174,"ini gmn sihh mau unduh data aja susah ""uduh data gagal. silahkan periksa jaringan"" perasaan jaringanku bagus-bagus aja"
8175,BG Pop Indonesia
8176,Game bagus
8177,im sorry before. i like this game so much
8178,Hati nya baik ga kikir tapi kok ga bisa loading nya tolong di fix nya
8179,Setelah update akun ku gak bisa dibuka malah freeze di loading screen padahal udah Sampek jauh malah gak bisa kebuka tolong lah perbaiki sebenernya game nya bagus tapi banyak salah nya Sampek berulang ulang download tapi gak ada hasil nya
8180,Gamenya bagus bro cuma kalau setiap kali masuk kenapa ya sering banget update data padahal sudah download data sampe penuh lalu ketika login update data lagi itu kenapa ya jangan sering-sering begitu dong jadi cepet abis kuota
8181,"Saya kasih bintang 1, karena akun saya 1-1 nya kena masalah gak bisa login udh chat ke cs gak ada balasan nya. Kecewa semenjak update banyak player yg mengalami masalah yg sama, dan pihak developer serasa gak menggubris keluhan player nya."
8182,gem baik
8183,Sehat sehat game baik!!!
8184,bagus
8185,Sering unduh data mulu lama lagi habis tu Kalo sudah bisa main terus gak login balik lagi unduh data aku juga kena tolong diper baiki ya😀😀😀
8186,Ga bisa masuk ke akun lama lagi walau terakhir main dah cona beberapakali ga bisa apalah beliau
8187,Hadeh di update bukanya tambah bagus malah jdi berak loading nya suka ngestuck trus pas download voice japan udh 85% malah gagal hadeh kapok kapok benerin tuh bug nya developer
8188,Konten cerita utama terlalu panjang. Terlalu banyak percakapan yang hanya bertele-tele dan tidak penting untuk disampaikan. Menjadikan player harus menyelesaikannya berjam-jam bahkan berhari-hari. Tolong diperpendek konten cerita utama.
8189,Gacor kang kasih lagi pity yg mudah bagus semua buff ny juga gk kaleng kaleng mantap
8190,"Best game had many free reward, team development so fast respon for fixing bug."
8191,kenapa akun saya yang via id tidak bisa di login kan keterangan terlalu banyak permintaan padahal saya cuma punya 2 akun
8192,"I jusg really love it,its so amazing"
8193,Lamah kali ko donload nya tambah turun bukan nambah tadi 78 terus jd 60
8194,ini game apaan sih aku sudah donlod datanya malah harus donlod lagi kuota aku bisa bisa habis kalo gitu
8195,"Saya ngestuck di screen loading pas quest ""sudut pandang feixiao"" loading nya lama bgt ya,terus saya relog lagi tetap aja sama hasil nya loading lama,tolong di perbaiki"
8196,"Tolong tambahin Fitur hapus data misi terdahulu min Kyk genshin biar gak numpuk udh makin banyak nih size, Untuk segi gameplay & graphic udh bagus banget ,recommend banget buat dimainin bansos Juga Gak pelit"
8197,mb login nya ga ngotak
8198,dikasih menang kalah rate off mulu
8199,Terima kasih game baik
8200,"Semenjak banner acheron gapernah menang rate off, dikasih hard pity terus"
8201,Sediain tombol skip di event
8202,Tak rt ya r r a n n
8203,"Grafik nya baguss sekali, karakter nya sangat detail juga dan alurnya bisa kita yg memilih"
8204,Game baik semoga dpt feixiao
8205,Make bansos great again
8206,Oke
8207,boring
8208,gdpt moze sm robin mks
8209,keren bet anjay
8210,Gk Adik Gk Kakaknya Gachanya Sama sama Ampazz
8211,YAELAH
8212,𝚂𝚊𝚗𝚐𝚊𝚝 𝚔𝚎𝚛𝚎𝚗
8213,No coment...!!
8214,Mantap!!!!!!
8215,Seharusnya di tambahkan para Kamen Rider juga biar bisa berkenalan dan juga berteman
8216,"Lag co, lama banget"
8217,adain fitur coop pls?
8218,"Biasa main di PC pas mau install di hp & download data ada tulisan ""Terlalu Banyak Permintaan... """
8219,Gem nya seru mantep deh
8220,Banyak bansos
8221,tolong lahhhh gak bisa masuk ini permintaan trlalu banyak padahl cuma main yg di pc aja tu apalh
8222,"hoyoverse please don't make the challenges too difficult because it's hard to defeat the enemy, please make it easier"
